category,brand,product_name,flavor,size,calories,protein_g,carbs_g,fat_g,sugar_g,fiber_g,caffeine_mg,sodium_mg,ingredients,photo_url
protein_bar,Barebells,Original Protein Bar,Birthday Cake,55g bar,200,20,18,8,1,3,0,140,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Water, Dry Whole Milk, Sprinkles (Maltitol, Potato Starch, Rice Flour, Palm Fat, Colors), Soy Protein Isolate, Sunflower Oil, Natural and Artificial Flavors, Sucralose",
protein_bar,Barebells,Original Protein Bar,Peanut Butter & Jelly,55g bar,210,20,18,9,2,3,0,190,"Milk Protein Blend (Calcium Caseinate, Whey Protein Concentrate, Whey Protein Isolate), Glycerin, Bovine Collagen Hydrolysate, Peanuts, Maltitol, Polydextrose, Cocoa Butter, Water, Dry Whole Milk, Unsweetened Chocolate, Sunflower Oil, Natural and Artificial Flavors, Salt, Sucralose",
protein_bar,Barebells,Original Protein Bar,Key Lime Pie,55g bar,200,20,19,8,1,3,0,130,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Water, Dry Whole Milk, Soy Protein Isolate, Sunflower Oil, Citric Acid, Natural Flavors, Graham Cracker Flavor Crust Pieces, Sucralose",
protein_bar,Barebells,Original Protein Bar,Lemon Cheesecake,55g bar,200,20,19,7,1,3,0,130,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, White Chocolate, Water, Soy Protein Isolate, Sunflower Oil, Citric Acid, Natural Flavors, Sucralose",
protein_bar,Barebells,Original Protein Bar,Brownie Batter,55g bar,200,20,20,7,1,4,0,150,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Water, Unsweetened Chocolate, Soy Protein Isolate, Cocoa Processed with Alkali, Sunflower Oil, Tapioca Starch, Sucralose",
protein_bar,Barebells,Soft Protein Bar,Marshmallow Peanut Road,55g bar,210,16,21,9,2,4,0,190,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Peanuts, Polydextrose, Cocoa Butter, Water, Dry Whole Milk, Unsweetened Chocolate, Sunflower Oil, Artificial Marshmallow Flavor, Sucralose",
protein_bar,Barebells,Soft Protein Bar,Minty Chocolate,55g bar,200,16,20,9,2,4,0,180,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Dry Whole Milk, Water, Sunflower Oil, Unsweetened Chocolate, Cocoa Processed with Alkali, Natural Mint Flavor, Sucralose",
protein_bar,Barebells,Soft Protein Bar,Banana Caramel,55g bar,200,16,21,9,2,4,0,180,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Dry Whole Milk, Water, Sunflower Oil, Unsweetened Chocolate, Natural Banana Flavor, Beta-Carotene for Color, Sucralose",
protein_bar,Built,Built Bar,Double Chocolate,38g bar,130,17,14,2.5,4,4,0,90,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Erythritol, Gelatin, Natural Flavors",
protein_bar,Built,Built Bar,Coconut,38g bar,130,17,14,2.5,4,4,0,90,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Desiccated Coconut, Water, Erythritol, Gelatin, Natural Flavors",
protein_bar,Built,Built Bar,Cookies & Cream,38g bar,130,17,14,2.5,4,4,0,95,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Cocoa Processed with Alkali, Erythritol, Gelatin, Natural Flavors",
protein_bar,Built,Built Bar,Mint Chocolate,38g bar,130,17,14,2.5,4,4,0,90,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Erythritol, Gelatin, Natural Mint Flavor",
protein_bar,Built,Built Bar,Peanut Butter Brownie,38g bar,140,17,14,3,4,4,0,100,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Peanut Butter, Peanuts, Water, Erythritol, Gelatin, Natural Flavors",
protein_bar,Built,Built Bar,Salted Caramel,38g bar,130,17,14,2.5,4,4,0,140,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Erythritol, Gelatin, Sea Salt, Natural Flavors",
protein_bar,Built,Built Bar,Raspberry,38g bar,130,17,14,2.5,4,4,0,90,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Erythritol, Gelatin, Natural Flavors, Freeze Dried Raspberries",
protein_bar,Built,Built Puff,Brownie Batter,40g bar,140,17,13,2.5,7,0,0,90,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin, Vanilla), Glycerin, Water, Sugar, Gelatin, Natural Flavors, Nonfat Dry Milk",
protein_bar,Built,Built Puff,Coconut Marshmallow,40g bar,140,17,12,3,6,0,0,35,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin, Vanilla), Glycerin, Water, Sugar, Gelatin, Natural Flavor, Nonfat Dry Milk",
protein_bar,Built,Built Puff,Cookie Dough Chunk,44g bar,160,15,19,4,8,1,0,95,"Premium Collagen Protein Blend (Partially Hydrolyzed Whey Protein Isolate, Collagen), Cookie Dough (Wheat Flour, Brown Sugar, Sugar, Sorbitol, Glycerin, Palm Oil, Semi-Sweet Chocolate Drops, Corn Starch, Natural Flavors, Salt), Glycerin, Sugar, Water",
protein_bar,Built,Built Puff,Strawberry Chocolate,40g bar,140,17,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Natural Flavors, Strawberry Juice Concentrate",
protein_bar,Built,Built Puff,Sweet Peach Punch,40g bar,140,16,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Natural Flavors, Citric Acid",
protein_bar,Built,Built Puff,Pink Lemonade Squeeze,40g bar,140,16,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Natural Flavors, Malic Acid",
protein_bar,Built,Built Bar,Cherry Barcia,38g bar,130,17,14,2.5,4,4,0,90,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Erythritol, Gelatin, Natural Flavors, Freeze Dried Cherries",
protein_bar,Built,Built Bar,Coconut Almond,38g bar,140,17,15,3,5,4,0,90,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Desiccated Coconut, Almonds, Water, Erythritol, Gelatin, Natural Flavors",
protein_bar,Built,Built Bar,Toffee Almond,38g bar,140,17,14,3.5,4,4,0,95,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Almonds, Toffee Pieces, Water, Erythritol, Gelatin, Natural Flavors",
protein_bar,Built,Built Bar,Orange Chocolate,38g bar,130,17,14,2.5,4,4,0,90,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Erythritol, Gelatin, Natural Orange Flavor",
protein_bar,Built,Built Bar,Caramel Brownie,38g bar,130,17,14,2.5,4,4,0,100,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Erythritol, Cocoa Processed with Alkali, Gelatin, Natural Flavors",
protein_bar,Built,Built Puff,Churro,40g bar,130,17,13,2.5,5,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Cinnamon, Natural Flavors",
protein_bar,Built,Built Puff,Lemon Meringue Pie,40g bar,150,16,14,2.5,7,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Citric Acid, Natural Flavors",
protein_bar,Built,Built Puff,Mint Chip,40g bar,140,17,13,2.5,6,0,0,90,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Natural Mint Flavor, Cocoa Nibs",
protein_bar,Built,Built Puff,S'mores Chunk,44g bar,160,15,19,4,8,1,0,95,"Premium Collagen Protein Blend (Partially Hydrolyzed Whey Protein Isolate, Collagen), Graham Cracker Pieces, Glycerin, Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin), Sugar, Water, Gelatin, Natural Flavors",
protein_bar,Built,Built Puff,Peanut Butter Cup,40g bar,150,17,14,3,6,0,0,95,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Peanut Flour, Peanut Butter, Sugar, Water, Gelatin",
protein_bar,Built,Built Puff,Strawberries 'N Cream,40g bar,140,15,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Freeze Dried Strawberries, Natural Flavors",
protein_bar,Built,Built Puff,Rocky Road,40g bar,140,15,14,3,7,0,0,90,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Almond Pieces, Water, Sugar, Gelatin, Natural Flavors",
protein_bar,Built,Built Puff,Blue Razz Blast (Sour),41g bar,140,16,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating, Glycerin, Water, Sugar, Gelatin, Citric Acid, Malic Acid, Natural and Artificial Flavors",
protein_bar,Built,Built Puff,Green Apple Crush (Sour),41g bar,140,16,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating, Glycerin, Water, Sugar, Gelatin, Citric Acid, Malic Acid, Natural and Artificial Flavors",
protein_bar,Built,Built Puff,Watermelon Splash (Sour),41g bar,140,16,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating, Glycerin, Water, Sugar, Gelatin, Citric Acid, Malic Acid, Natural and Artificial Flavors",
protein_bar,Built,Built Bar,Banana Cream Pie,38g bar,130,17,14,2.5,4,4,0,90,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Erythritol, Gelatin, Natural Flavors, Beta-Carotene for Color",
protein_bar,Built,Built Bar,Mint Brownie,38g bar,130,17,14,2.5,4,4,0,95,"Premium Protein Blend (Whey Protein Isolate, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Cocoa Processed with Alkali, Erythritol, Gelatin, Natural Flavors",
protein_bar,Built,Built Puff,Salted Caramel Puff,40g bar,140,16,13,2.5,6,0,0,115,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Sea Salt, Natural Flavors",
protein_bar,Built,Built Puff,Coconut Puff,40g bar,140,17,13,2.5,6,0,0,90,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Desiccated Coconut, Water, Sugar, Gelatin, Natural Flavors",
protein_bar,Built,Built Puff,Cookies 'N Cream Puff,40g bar,140,17,13,2.5,6,0,0,90,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating, Glycerin, Water, Sugar, Cocoa Processed with Alkali, Gelatin, Natural Flavors",
protein_bar,Built,Built Puff,Tropical Mango Burst (Sour),41g bar,140,16,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating, Glycerin, Water, Sugar, Gelatin, Citric Acid, Malic Acid, Natural Mango Flavor",
protein_bar,David,David Gold Bar,Chocolate Chip Cookie Dough,62g bar,150,28,12,2,0,1,0,200,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Coconut Oil), Flavor System (Unsweetened Chocolate, Dutch Process Cocoa Powder, Natural and Artificial Flavors)",
protein_bar,David,David Gold Bar,Peanut Butter Chocolate Chunk,62g bar,150,28,12,2.5,0,1,0,200,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Coconut Oil), Flavor System (Unsweetened Chocolate, Salt, Dutch Process Cocoa Powder, Peanut Flour, Natural Flavors)",
protein_bar,David,David Gold Bar,Blueberry Pie,62g bar,150,28,12,2,0,1,0,200,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Coconut Oil), Flavor System (Freeze Dried Blueberries, Natural Flavors, Malic Acid)",
protein_bar,David,David Gold Bar,Fudge Brownie,62g bar,150,28,12,2,0,1,0,205,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Cocoa Butter), Flavor System (Dutch Process Cocoa Powder, Unsweetened Chocolate, Natural Flavors, Salt)",
protein_bar,David,David Gold Bar,Salted Peanut Butter,62g bar,150,28,12,2.5,0,1,0,210,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Peanut Butter), Flavor System (Peanut Flour, Sea Salt, Natural Flavors)",
protein_bar,David,David Gold Bar,Cinnamon Roll,62g bar,150,28,12,2,0,1,0,200,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Vegetable Oil), Flavor System (Cinnamon, Natural Flavors, Sweet Cream Powder)",
protein_bar,David,David Gold Bar,Red Velvet,62g bar,150,28,12,2,0,1,0,200,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Coconut Oil), Flavor System (Cocoa Powder, Vegetable Juice for Color, Natural Flavors)",
protein_bar,David,David Gold Bar,Cake Batter,62g bar,150,28,12,2,0,1,0,195,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Coconut Oil), Flavor System (Natural and Artificial Cake Flavors, Vanilla Extract)",
protein_bar,David,David Bronze Bar,Cookie Dough Caramel Chocolate,58g bar,150,20,16,4.5,0,2,0,190,"Protein System (Whey Protein Isolate, Egg White, Milk Protein Isolate, Calcium Caseinate), Structure System (Maltitol, Collagen, Soluble Corn Fiber, Glycerin, Gelatin, Xanthan Gum, Guar Gum, Sunflower Lecithin), Fat System (Modified Plant Fat [EPG], Palm Kernel Oil), Flavor System (Unsweetened Chocolate, Dutch Process Cocoa, Natural Flavors)",
protein_bar,David,David Bronze Bar,Double Chocolate,58g bar,150,20,16,4.5,0,2,0,195,"Protein System (Whey Protein Isolate, Egg White, Milk Protein Isolate, Calcium Caseinate), Structure System (Maltitol, Collagen, Soluble Corn Fiber, Glycerin, Gelatin, Xanthan Gum, Guar Gum, Sunflower Lecithin), Fat System (Modified Plant Fat [EPG], Palm Kernel Oil), Flavor System (Unsweetened Chocolate, Dutch Process Cocoa Powder, Sweet Cream Powder, Natural Flavors)",
protein_bar,David,David Bronze Bar,Peanut Butter Chocolate,58g bar,150,20,16,4.5,0,2,0,200,"Protein System (Whey Protein Isolate, Egg White, Milk Protein Isolate, Calcium Caseinate), Structure System (Maltitol, Collagen, Soluble Corn Fiber, Glycerin, Gelatin, Xanthan Gum, Guar Gum, Sunflower Lecithin), Fat System (Modified Plant Fat [EPG], Peanut Butter), Flavor System (Peanut Flour, Cocoa Powder, Unsweetened Chocolate, Natural Flavors)",
protein_bar,David,David Bronze Bar,S'mores Chocolate,58g bar,150,20,16,4.5,0,2,0,190,"Protein System (Whey Protein Isolate, Egg White, Milk Protein Isolate, Calcium Caseinate), Structure System (Maltitol, Collagen, Soluble Corn Fiber, Glycerin, Gelatin, Xanthan Gum, Guar Gum, Sunflower Lecithin), Fat System (Modified Plant Fat [EPG], Palm Kernel Oil), Flavor System (Natural Marshmallow & Graham Flavors, Cocoa Powder)",
